paper;Dataset;Segmentation;Normalization;Noise reduction;Features type;Feature length;Feature extraction or selection methods;Algorithm type;Architecture;Training dataset;Evaluation dataset;Validation method;Accuracy;EER;Lowest FMR;Lowest FMNR;NONE
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 2extractor;Machine learning;NB;80,00%;20%;NA;98,20%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 3  extractor;Machine learning;KNN;80,00%;20%;NA;99,88%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 3  extractor;Machine learning;RF;80,00%;20%;NA;97,29%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 3  extractor;Machine learning;LDC ;80,00%;20%;NA;97,15%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 3  extractor;Machine learning;NB;80,00%;20%;NA;96,89%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 + layer 3 extractor;Machine learning;KNN;80,00%;20%;NA;100,00%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 + layer 3 extractor;Machine learning;RF;80,00%;20%;NA;95,59%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 + layer 3 extractor;Machine learning;LDC ;80,00%;20%;NA;94,45%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 + layer 3 extractor;Machine learning;NB;80,00%;20%;NA;90,96%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 2extractor;Machine learning;KNN;80,00%;20%;NA;95,75%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 2extractor;Machine learning;RF;80,00%;20%;NA;88,97%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 2extractor;Machine learning;LDC ;80,00%;20%;NA;92,31%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 3  extractor;Machine learning;KNN;80,00%;20%;NA;96,54%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 3  extractor;Machine learning;RF;80,00%;20%;NA;96,31%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 3  extractor;Machine learning;LDC ;80,00%;20%;NA;92,91%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 3  extractor;Machine learning;NB;80,00%;20%;NA;91,41%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 + layer 3 extractor;Machine learning;KNN;80,00%;20%;NA;97,03%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 + layer 3 extractor;Machine learning;RF;80,00%;20%;NA;98,47%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 + layer 3 extractor;Machine learning;LDC ;80,00%;20%;NA;89,31%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 + layer 3 extractor;Machine learning;NB;80,00%;20%;NA;91,25%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 + layer 3 extractor;Machine learning;NB;80,00%;20%;NA;96,13%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 2extractor;Machine learning;KNN;80,00%;20%;NA;99,79%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 2extractor;Machine learning;RF;80,00%;20%;NA;97,60%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 2extractor;Machine learning;LDC ;80,00%;20%;NA;98,15%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 2extractor;Machine learning;NB;80,00%;20%;NA;99,81%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 3  extractor;Machine learning;KNN;80,00%;20%;NA;99,60%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 3  extractor;Machine learning;RF;80,00%;20%;NA;98,67%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 3  extractor;Machine learning;LDC ;80,00%;20%;NA;97,79%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 3  extractor;Machine learning;NB;80,00%;20%;NA;99,76%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 + layer 3 extractor;Machine learning;KNN;80,00%;20%;NA;99,95%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 + layer 3 extractor;Machine learning;RF;80,00%;20%;NA;96,12%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 + layer 3 extractor;Machine learning;LDC ;80,00%;20%;NA;94,93%;NA;NA;NA;
yang2020photoplethysmography;Capnobase IEEE TBME;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 2 + layer 3 extractor;Machine learning;NB;80,00%;20%;NA;99,05%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 2 + layer 3 extractor;Machine learning;KNN;80,00%;20%;NA;99,95%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 2 + layer 3 extractor;Machine learning;RF;80,00%;20%;NA;98,07%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 2 + layer 3 extractor;Machine learning;LDC ;80,00%;20%;NA;98,96%;NA;NA;NA;
yang2020photoplethysmography;BIDMC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 2 + layer 3 extractor;Machine learning;NB;80,00%;20%;NA;98,66%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 2 + layer 3 extractor;Machine learning;KNN;80,00%;20%;NA;97,21%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 2 + layer 3 extractor;Machine learning;RF;80,00%;20%;NA;91,50%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 2 + layer 3 extractor;Machine learning;LDC ;80,00%;20%;NA;98,37%;NA;NA;NA;
yang2020photoplethysmography;MIMIC;Sliding Window ;NA;NA;Softmax vector of the sparse reprensentation;NA;Layer 1 + Layer 2 + layer 3 extractor;Machine learning;NB;80,00%;20%;NA;99,71%;NA;NA;NA;
salanke2013enhancement;CUSTOM;Single cycle;NA;Fourrier decomposition & recomposition with 10 first coeff;Diagonal Dominant representation;5;5 first coefficiant;Euclidian distance;NA;NA;NA;NA;NA;NA;NA;NA;
salanke2013enhancement;CUSTOM;Single cycle;NA;Fourrier decomposition & recomposition with 10 first coeff;Diagonal Dominant representation;NA;q first coefficiant;Euclidian distance;NA;NA;NA;NA;NA;NA;NA;NA;
horng2018personal;CUSTOM;Single cycle;NA;Butterworth HP 0,8Hz + LP 5HZ + polynomial decomposition + Savitzky-Golay filtering;Fiducial;30;all features are selected;Machine learning;Fuzzy logic;66%;44%;10 cross fold validation;94%;NA;NA;NA;
horng2018personal;CUSTOM;Single cycle;NA;Butterworth HP 0,8Hz + LP 5HZ + polynomial decomposition + Savitzky-Golay filtering;Fiducial;30;all features are selected;Machine learning;KNN;66%;44%;10 cross fold validation;94,44%;NA;NA;NA;
horng2018personal;CUSTOM;Single cycle;NA;Butterworth HP 0,8Hz + LP 5HZ + polynomial decomposition + Savitzky-Golay filtering;Fiducial;30;all features are selected;Machine learning;NB;66%;44%;10 cross fold validation;92,15%;NA;NA;NA;
horng2018personal;CUSTOM;Single cycle;NA;Butterworth HP 0,8Hz + LP 5HZ + polynomial decomposition + Savitzky-Golay filtering;Fiducial;30;all features are selected;Machine learning;Random Forest;66%;44%;10 cross fold validation;90,39%;NA;NA;NA;
horng2018personal;CUSTOM;Single cycle;NA;Butterworth HP 0,8Hz + LP 5HZ + polynomial decomposition + Savitzky-Golay filtering;Fiducial;30;all features are selected;Machine learning;MLP;66%;44%;10 cross fold validation;94,60%;NA;NA;NA;
alsidani2018biometrie;VORTAL;NA;NA;NA;Fiducial;40;all features are selected;Machine learning;KNN;23 good healthy subject over 54;None;None;100%;NA;NA;NA;
yadav2018evaluationEvaluation;Capnobase IEEE TBME;3-4 cycles;Zero mean normalization;Butterworth BP 0,5-5Hz;CWT Domain;NA;LDA;Template Matching;Pearson's distance;NA;NA;NA;NA;4,01%;NA;NA;
yadav2018evaluationEvaluation;Capnobase IEEE TBME;3-4 cycles;Zero mean normalization;Butterworth BP 0,5-5Hz;CWT Domain;NA;DLDA;Template Matching;Pearson's distance;NA;NA;NA;NA;0,46%;NA;NA;
yadav2018evaluationEvaluation;Capnobase IEEE TBME;3-4 cycles;Zero mean normalization;Butterworth BP 0,5-5Hz;CWT Domain;NA;KDDA;Template Matching;Pearson's distance;NA;NA;NA;NA;2,32%;NA;NA;
yadav2018evaluationEvaluation;Capnobase IEEE TBME;3-4 cycles;Zero mean normalization;Butterworth BP 0,5-5Hz;CWT Domain;NA;KPCA;Template Matching;Pearson's distance;NA;NA;NA;NA;2,38%;NA;NA;
yadav2018evaluationEvaluation;Capnobase IEEE TBME;3-4 cycles;Zero mean normalization;Butterworth BP 0,5-5Hz;CWT Domain;NA;PCA;Template Matching;Pearson's distance;NA;NA;NA;NA;4,01%;NA;NA;
khan2020patternanalaysis;CUSTOM;NA;NA;Empirical Mode Decomposition & recomposition;Temporal & frequency domain;20;all features are selected;Machine learning;Fine Tree;90% of available data;10% of available data;10 cross fold validation;74,50%;NA;NA;NA;
khan2020patternanalaysis;CUSTOM;NA;NA;Empirical Mode Decomposition & recomposition;Temporal & frequency domain;20;all features are selected;Statistical analysis;Quadratic Discriminent Analysis;90% of available data;10% of available data;10 cross fold validation;90,80%;NA;NA;NA;
khan2020patternanalaysis;CUSTOM;NA;NA;Empirical Mode Decomposition & recomposition;Temporal & frequency domain;20;all features are selected;Machine learning;Linear SVM;90% of available data;10% of available data;10 cross fold validation;90,20%;NA;NA;NA;
khan2020patternanalaysis;CUSTOM;NA;NA;Empirical Mode Decomposition & recomposition;Temporal & frequency domain;20;all features are selected;Statistical analysis;Quadratic SVM;90% of available data;10% of available data;10 cross fold validation;93,10%;NA;NA;NA;
khan2020patternanalaysis;CUSTOM;NA;NA;Empirical Mode Decomposition & recomposition;Temporal & frequency domain;20;all features are selected;Machine learning;Cubic SVM;90% of available data;10% of available data;10 cross fold validation;92,10%;NA;NA;NA;
khan2020patternanalaysis;CUSTOM;NA;NA;Empirical Mode Decomposition & recomposition;Temporal & frequency domain;20;all features are selected;Statistical analysis;Medium Gaussian SVM;90% of available data;10% of available data;10 cross fold validation;89,70%;NA;NA;NA;
khan2020patternanalaysis;CUSTOM;NA;NA;Empirical Mode Decomposition & recomposition;Temporal & frequency domain;20;all features are selected;Statistical analysis;Naives Bayes;90% of available data;10% of available data;10 cross fold validation;80,70%;NA;NA;NA;
sarkar2016biometric;DEAP ;single pulse;Angular transformation;Butterworth low pass filter 4th order;Gaussian decomposition domain;3;all features are selected;Statistical analysis;LDA;75 pulses;NA;NA;92,31%;NA;NA;NA;
sarkar2016biometric;DEAP ;single pulse;Angular transformation;Butterworth low pass filter 4th order;Gaussian decomposition domain;3;all features are selected;Statistical analysis;LDA;100 pulses;NA;NA;93,30%;NA;NA;NA;
sarkar2016biometric;DEAP ;single pulse;Angular transformation;Butterworth low pass filter 4th order;Gaussian decomposition domain;3;all features are selected;Statistical analysis;QDA;75 pulses;NA;NA;93,32%;NA;NA;NA;
sarkar2016biometric;DEAP ;single pulse;Angular transformation;Butterworth low pass filter 4th order;Gaussian decomposition domain;3;all features are selected;Statistical analysis;QDA;100 pulses;NA;NA;94,85%;NA;NA;NA;
sarkar2016biometric;DEAP ;single pulse;Angular transformation;Butterworth low pass filter 4th order;Gaussian decomposition domain;5;all features are selected;Statistical analysis;LDA;75 pulses;NA;NA;88,90%;NA;NA;NA;
sarkar2016biometric;DEAP ;single pulse;Angular transformation;Butterworth low pass filter 4th order;Gaussian decomposition domain;5;all features are selected;Statistical analysis;LDA;100 pulses;NA;NA;89,64%;NA;NA;NA;
sarkar2016biometric;DEAP ;single pulse;Angular transformation;Butterworth low pass filter 4th order;Gaussian decomposition domain;5;all features are selected;Statistical analysis;QDA;75 pulses;NA;NA;94,18%;NA;NA;NA;
sarkar2016biometric;DEAP ;single pulse;Angular transformation;Butterworth low pass filter 4th order;Gaussian decomposition domain;5;all features are selected;Statistical analysis;QDA;100 pulses;NA;NA;95,67%;NA;NA;NA;
jaafar2015acceleration;MIMIC;Single cycle;Zero mean normalization;NA;Fiducial on APG;5;all features are selected;Machine learning;Naives Bayes;50% of available data;50% of available data;10 cross fold validation;97,50%;NA;NA;NA;
jaafar2015acceleration;MIMIC;Single cycle;Zero mean normalization;NA;Fiducial on APG;5;all features are selected;Machine learning;KNN;50% of available data;50% of available data;10 cross fold validation;90%;NA;NA;NA;
jaafar2015acceleration;MIMIC;Single cycle;Zero mean normalization;NA;Fiducial;5;all features are selected;Machine learning;Naives Bayes;50% of available data;50% of available data;10 cross fold validation;55%;NA;NA;NA;
jaafar2015acceleration;MIMIC;Single cycle;Zero mean normalization;NA;Fiducial;5;all features are selected;Machine learning;KNN;50% of available data;50% of available data;10 cross fold validation;62,50%;NA;NA;NA;
jindal2016adaptative;TROIKA;Single cycle;Standard deviation normalization & fixed size of 125 points;Butterworth 7th order + moving average filter;Statistical ;11;all features are selected;Deep Learning;DBN + RBM;90% of available data;10% of available data;10 cross fold validation;96,10%;NA;NA;NA;
lee2020cross;TROIKA;NA;Zero mean normalization;Butterworth 5th order - 0,1-18Hz;Raw signal;NA;all signal is used;Deep Learning;PPG-MobileNet;24% of available data;76% of available data;NA;85,39%;NA;NA;NA;
lee2020cross;CUSTOM;NA;Zero mean normalization;Butterworth 5th order - 0,01 - 20Hz;Raw signal;NA;all signal is used;Deep Learning;PPG-MobileNet;30% of available data;70% of available data;NA;95,68%;NA;NA;NA;
lee2020cross;TROIKA;NA;Zero mean normalization;Butterworth 5th order - 0,1-18Hz;Raw signal;NA;all signal is used;Deep Learning;BiometricNet;24% of available data;76% of available data;NA;88,81%;NA;NA;NA;
lee2020cross;CUSTOM;NA;Zero mean normalization;Butterworth 5th order - 0,01 - 20Hz;Raw signal;NA;all signal is used;Deep Learning;BiometricNet;30% of available data;70% of available data;NA;86,48%;NA;NA;NA;
everson2018biometricnet;TROIKA;NA;NA;NA;NA;NA;NA;Deep Learning;BiometricNet;NA;NA;NA;96%;NA;NA;NA;
alsidani2019comparison;VORTAL;NA;NA;NA;Fiducial and statistical on RAW signal and it's derivative;40;all features are selected;Machine learning;KNN;NA;NA;NA;100%;NA;NA;NA;
alotaiby2020nonfiducial;Capnobase IEEE TBME;15s signal;NA;Moving median filter;Statistical on raw PPG, 1st derivative, signal filtered with DWT;40;all features are selected;Machine learning;SVM - RBF;60% of available data;40% of available data;NA;99,30%;0,02%;NA;NA;
alotaiby2020nonfiducial;Capnobase IEEE TBME;15s signal;NA;Moving median filter;Statistical on raw PPG, 1st derivative, signal filtered with DWT;40;all features are selected;Machine learning;LDA;60% of available data;40% of available data;NA;98,11%;0,06%;NA;NA;
alotaiby2020nonfiducial;Capnobase IEEE TBME;15s signal;NA;Moving median filter;Statistical on raw PPG, 1st derivative, signal filtered with DWT;40;all features are selected;Machine learning;RF;60% of available data;40% of available data;NA;99,40%;0,04%;NA;NA;
alotaiby2020nonfiducial;Capnobase IEEE TBME;15s signal;NA;Moving median filter;Statistical on raw PPG, 1st derivative, signal filtered with DWT;40;all features are selected;Machine learning;NB;60% of available data;40% of available data;NA;98,76%;0,28%;NA;NA;
alotaiby2020nonfiducial;Capnobase IEEE TBME;15s signal;NA;Moving median filter;Statistical on raw PPG, 1st derivative, signal filtered with DWT;40;all features are selected;Machine learning;KNN;60% of available data;40% of available data;NA;98,99%;0,14%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128; 10 Cycles average ;Distance;Manhattan;10 cycles per subjects;All the rest;NA;NA;12,60%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128 x 128;KLT average (10 cycles);Distance;Manhattan;10 cycles per subjects;All the rest;NA;NA;14,60%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 10;Multi cycle template (10);Distance;Manhattan;10 cycles per subjects;All the rest;NA;NA;9,90%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 128 x 10;Multi cycle KLT (10);Distance;Manhattan;10 cycles per subjects;All the rest;NA;NA;11,20%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128; 20 Cycles average ;Distance;Manhattan;20 cycles per subjects;All the rest;NA;NA;10,80%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128 x 128;KLT average (20 cycles);Distance;Manhattan;20 cycles per subjects;All the rest;NA;NA;11,00%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 20;Multi cycle template (20);Distance;Manhattan;20 cycles per subjects;All the rest;NA;NA;9,20%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 128 x 20;Multi cycle KLT (20);Distance;Manhattan;20 cycles per subjects;All the rest;NA;NA;8,90%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128; 30 Cycles average ;Distance;Manhattan;30 cycles per subjects;All the rest;NA;NA;8,20%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128 x 128;KLT average (30 cycles);Distance;Manhattan;30 cycles per subjects;All the rest;NA;NA;8,80%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 30;Multi cycle template (30);Distance;Manhattan;30 cycles per subjects;All the rest;NA;NA;6,90%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 128 x 30;Multi cycle KLT (30);Distance;Manhattan;30 cycles per subjects;All the rest;NA;NA;9,00%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128; 10 Cycles average ;Distance;Manhattan;10 cycles per subjects;All the rest;NA;NA;26,30%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128 x 128;KLT average (10 cycles);Distance;Manhattan;10 cycles per subjects;All the rest;NA;NA;28,50%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 10;Multi cycle template (10);Distance;Manhattan;10 cycles per subjects;All the rest;NA;NA;24,10%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 128 x 10;Multi cycle KLT (10);Distance;Manhattan;10 cycles per subjects;All the rest;NA;NA;24,90%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128; 20 Cycles average ;Distance;Manhattan;20 cycles per subjects;All the rest;NA;NA;24,60%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128 x 128;KLT average (20 cycles);Distance;Manhattan;20 cycles per subjects;All the rest;NA;NA;25,40%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 20;Multi cycle template (20);Distance;Manhattan;20 cycles per subjects;All the rest;NA;NA;21,70%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 128 x 20;Multi cycle KLT (20);Distance;Manhattan;20 cycles per subjects;All the rest;NA;NA;21,60%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128; 30 Cycles average ;Distance;Manhattan;30 cycles per subjects;All the rest;NA;NA;24,30%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128 x 128;KLT average (30 cycles);Distance;Manhattan;30 cycles per subjects;All the rest;NA;NA;23,30%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 30;Multi cycle template (30);Distance;Manhattan;30 cycles per subjects;All the rest;NA;NA;20,80%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 128 x 30;Multi cycle KLT (30);Distance;Manhattan;30 cycles per subjects;All the rest;NA;NA;21,60%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128; 10 Cycles average ;Distance;Euclidian distance;10 cycles per subjects;All the rest;NA;NA;12,50%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128 x 128;KLT average (10 cycles);Distance;Euclidian distance;10 cycles per subjects;All the rest;NA;NA;12,50%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 10;Multi cycle template (10);Distance;Euclidian distance;10 cycles per subjects;All the rest;NA;NA;10,30%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 128 x 10;Multi cycle KLT (10);Distance;Euclidian distance;10 cycles per subjects;All the rest;NA;NA;10,30%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128; 20 Cycles average ;Distance;Euclidian distance;20 cycles per subjects;All the rest;NA;NA;10,20%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128 x 128;KLT average (20 cycles);Distance;Euclidian distance;20 cycles per subjects;All the rest;NA;NA;10,20%;NA;NA;
